Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
#NAME?,The Halley String Quartet concert,,1993-02-24,13:00,Temasek Junior College,,1.3184928,103.9355673,,Classical music,Concert,"Urushihara Keiko, Matsubara Katsuya, Toyoshima Yasushi, Yamamoto Yusuke",????; ????; ????; ????,NAFA Service Pte. Ltd.,,,,,,
#NAME?,The Halley String Quartet concert,,1993-02-25,20:00,Singapore Conference Hall,,1.276165,103.849030,,Classical music,Concert,"Urushihara Keiko, Matsubara Katsuya, Toyoshima Yasushi, Yamamoto Yusuke",????; ????; ????; ????,NAFA Service Pte. Ltd.,,,,,,
#NAME?,,,1993-11-12,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Kyogen,Theatre,"Izumi School of Kyogen (Izumi Motohide, Izumi Motoya, Izumi Junko, Izumi Shoko)",,Festival Of Asian Performing Arts,,,,,,
#NAME?,,,1993-11-13,15:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Kyogen,Theatre,"Izumi School of Kyogen (Izumi Motohide, Izumi Motoya, Izumi Junko, Izumi Shoko)",,Festival Of Asian Performing Arts,,,,,,
#NAME?,Mukashi Mukashi no Kai,?????????? ?????????????????????? ?????????????????????,1993-10-02,Evening,"The Japanese Association, Singapore (JAS), Coffeehouse",,1.330730,103.816112,,Minyo; Katari; Traditional music,Others,Sekiguchi Hijiridake (Shakuhachi); Ozawa Shigeo (Storyteller),???? (Shakuhachi); ???? (Storyteller),"The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,"Jazz performance by Kokubu Hiroko, Amano Kiyotsugu, Yamazaki Norimasa, Koyama Taro and Yahiro Yoichi",,1993-09-01,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Jazz,Concert,"Kokubu Hiroko, Amano Kiyotsugu, Yamazaki Norimasa, Koyama Taro, Yahiro Yoichi",????; ????; ????; ????; ????,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japan Foundation",,,,,,
#NAME?,"24th Japanese Cultural Festival: Variety show by Osuwa Daiko, Gifu Citizens International Friendship Society's Bon Odori Group and other performers",,1994-08-22,19:30,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Traditional music; Folk dance,Others,Osuwa Daiko; Gifu Citizens Int'l Friendship Society's Bon-Odori Group; JCSS Suwa Daiko Team & Folk Dance Group; JAS Koto Group,,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Taisho Koto Concert,,1994-08-28,14:00,"Pan Pacific Singapore, Ballroom",,1.292373,103.858804,,Traditional music; Choir,Concert,Saijyo Cultural Society of Ehime Prefecture; JCSS Choir,,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Narcissus,,1994-06-01,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Butoh,Dance,Ankoku Buto - Kazuo Ohno; Yoshito Ohno,,,,,,,,
#NAME?,Iijima Akiko Piano Recital,,1994-03-27,20:00,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Contemporary music,Concert,Iijima Akiko,,"The Music Society, Singapore (SGMUSO); National Arts Council (NAC)",,"The Music Society, Singapore (SGMUSO); National Arts Council (NAC)",,,,
#NAME?,The Dead Sea,,1994-05-31,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Butoh,Dance,Ankoku Buto - Kazuo Ohno; Yoshito Ohno,,,,,,,,
#NAME?,Japanese Folk Arts Show <--Art show or folk dance? What is an art show? Can we find its Japanese name?,,1994-09-01,19:30,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Folk dance,Dance,17th Japanese Folk Performance Goodwill Mission (All Japan Folk Dance Federation),,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Fusion orchestra music performance by Orchestra Ensemble Kanazawa,,1994-09-11,19:30,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Contemporary music,Concert,Orchestra Ensemble Kanazawa,,National Arts Council (NAC),,National Arts Council (NAC),,,,
#NAME?,Story of Nippon Oto-kichi,,1994-09-25,20:00,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Play,Theatre,Gekidan Theatre Wekkend; JCSS Choir and Suwa Daiko Team,,,,,,,,
#NAME?,Korei Hogakukai Foundation Koto Ensemble,,1995-04-05,19:30,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Traditional music,Concert,Korei Hogakukai Foundation Koto Ensemble,,,,,,Nomura Singapore Limited,,
#NAME?,Korei Hogakukai Foundation Koto Ensemble,,1995-04-06,19:30,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Traditional music,Concert,Korei Hogakukai Foundation Koto Ensemble,,,,,,Nomura Singapore Limited,,
#NAME?,Alok Dancedrama,,1995-06-01,20:00,Kallang Theatre,,1.30191,103.87568,,Contemporary dance,Dance,Alok Dancedrama,,,,,,,,
#NAME?,Rokkasen Concert: Modern Age with Ancient Instruments,,1995-06-17,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Contemporary music; Traditional music,Concert,Rokkasen,,,,,,,,
#NAME?,Rokkasen Concert: Modern Age with Ancient Instruments,,1995-06-18,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Contemporary music; Traditional music,Concert,Rokkasen,,,,,,,,
#NAME?,Orchestra Ensemble Kanazawa,,1995-10-01,19:30,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Contemporary music,Concert,Orchestra Ensemble Kanazawa,,"National Arts Council (NAC); The Ishikawa Orchestra Foundation; Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan External Trade Organization (JETRO) Singapore; All Nippon Airways (ANA); ANA Hotel; Panasonic; The Japan Foundation",,National Arts Council (NAC); The Ishikawa Orchestra Foundation; Embassy of Japan in Singapore,,"The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan External Trade Organization (JETRO) Singapore; All Nippon Airways (ANA); ANA Hotel; Panasonic; The Japan Foundation",,
#NAME?,"Kyogen plays Suehirogari, Bonsan, Hiho Sake by Izumi School of Kyogen",,1995-09-18,20:00,"Suntec City, Auditorium",,1.30488,103.90959,,Kyogen,Theatre,Izumi School of Kyogen,,National Arts Council (NAC); Embassy of Japan in Singapore,,National Arts Council (NAC); Embassy of Japan in Singapore,,,,
#NAME?,"Kyogen plays Suehirogari, Bonsan, Hiho Sake by Izumi School of Kyogen",,1995-09-19,20:00,"Suntec City, Auditorium",,1.30488,103.90959,,Kyogen,Theatre,Izumi School of Kyogen,,National Arts Council (NAC); Embassy of Japan in Singapore,,National Arts Council (NAC); Embassy of Japan in Singapore,,,,
#NAME?,"Choral performance by Gunma Prefecture Women's Choir, JCSS Choir and JAS Women's Choir",,1995-09-22,19:30,Singapore Conference Hall,,1.276165,103.849030,,Minyo; Choir,Concert,Gunma Prefecture Women's Choir; JCSS Choir; JAS Women's Choir,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
#NAME?,,,1995-09-23,Evening,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Noh; Kabuki; Nihon buyo,Talk,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,,,
#NAME?,,,1995-09-23,17:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Nihon buyo,Dance,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
#NAME?,,,1995-09-24,Evening,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Noh; Kabuki; Nihon buyo,Talk,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,,,
#NAME?,,,1995-09-24,16:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Nihon buyo,Dance,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
#NAME?,,,1995-09-25,16:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Nihon buyo,Dance,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
#NAME?,,,1995-09-26,16:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Nihon buyo,Dance,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
#NAME?,Tozan School of Shakuhachi Centennial Celebrations,,1996-08-25,19:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Traditional music,Concert,Tozan School of Shakuhachi-kai (Nakao Tozan); NTU Shakuhachi Club and others,,,,,,,,
#NAME?,Tozan School of Shakuhachi Centennial Celebrations,,1996-08-26,12:00,"National Institute of Education (NIE), Music Studio 2",,1.34867,103.67978,,Traditional music,Concert,Tozan School of Shakuhachi-kai (Nakao Tozan); NTU Shakuhachi Club and others,,Nanyang Technological University (NTU),,Nanyang Technological University (NTU),,,,
#NAME?,,,1996-12-07,20:00,"World Trade Centre, Harbour Pavilion",,1.264699,103.818807,,Jazz,Concert,Watanabe Sadao,,Stars Production (member of The Grande Group),,,,,,
#NAME?,,,1996-12-12,Evening,"Sentosa, Sentosa Musical Fountain",,1.2556829,103.8201946,,Traditional music,Concert,Tokyo Dagaki Project,,,,,,,,
#NAME?,,,1996-07-25,20:00,"The Substation, Guinness Theatre",,1.2944655,103.8492059,,Traditional music; Contemporary music; Contemporary dance,Others,Sawai Kazue (Koto); Saito Tetsu (Composer/arranger/double bass); Yamazaki Kota (Dancer/choreographer),,The Substation,,,,,,
#NAME?,,,1996-07-26,20:00,"The Substation, Guinness Theatre",,1.2944655,103.8492059,,Traditional music; Contemporary music; Contemporary dance,Others,Sawai Kazue (Koto); Saito Tetsu (Composer/arranger/double bass); Yamazaki Kota (Dancer/choreographer),,The Substation,,,,,,
#NAME?,,,1996-07-27,20:00,"The Substation, Guinness Theatre",,1.2944655,103.8492059,,Traditional music; Contemporary music; Contemporary dance,Others,Sawai Kazue (Koto); Saito Tetsu (Composer/arranger/double bass); Yamazaki Kota (Dancer/choreographer),,The Substation,,,,,,
#NAME?,,,1996-03-23,20:00,Black Box Theatre (Fort Canning),,1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
#NAME?,,,1996-03-28,20:00,Black Box Theatre (Fort Canning),,1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
#NAME?,,,1996-03-29,20:00,Black Box Theatre (Fort Canning),,1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
#NAME?,,,1996-03-30,20:00,Black Box Theatre (Fort Canning),,1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
#NAME?,"Traditional Japanese music concert by Iwata Kumiko, Ueno Koshuzan, Yokoyama Kumiko and Kiyomizu Sae",,1996-09-18,Evening,"The Japanese Association, Singapore (JAS), Function Room",,1.33073,103.816112,,Traditional music,Concert,Iwata Kimiko; Ueno K?shuzan; Yokoyama Kumiko; Kiyomizu Sae,,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS); The Japanese Association, Singapore (JAS)",,,,
#NAME?,Oguri Hangan and Terute Hime,,1997-06-17,Evening,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Yokohama Boat Theatre,,,,,,,,
#NAME?,Oguri Hangan and Terute Hime,,1997-06-18,Evening,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Yokohama Boat Theatre,,,,,,,,
#NAME?,Oguri Hangan and Terute Hime,,1997-06-19,Evening,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Yokohama Boat Theatre,,,,,,,,
#NAME?,Ri Koran: The Musical,,1997-06-19,19:30,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,Shiki Theatrical Company,,,,,,,,
#NAME?,Ri Koran: The Musical,,1997-06-20,19:30,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,Shiki Theatrical Company,,,,,,,,
#NAME?,Ri Koran: The Musical,,1997-06-21,19:30,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,Shiki Theatrical Company,,,,,,,,
#NAME?,Minyo performance by groups from various prefectures of Japan,,1997-03-09,14:00,"Suntec City, Auditorium",,1.30488,103.90959,,Minyo; Traditional music,Others,Japan Miny? Association; JCSS Dance Ensemble; JCSS Taiko Ensemble,,"The Japanese Cultural Society, Singapore (JCS); Japan Miny? Association",,"Japan Miny? Association; The Japanese Cultural Society, Singapore (JCS)",,,,
#NAME?,Hitachi Symphony Orchestra in Singapore,,1997-10-26,19:30,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Contemporary music,Concert,Hitachi Symphony Orchestra,,"Hitachi, Ltd",,"Hitachi, Ltd; Hitachi, Ltd",,,,
#NAME?,Shakuhachi Recital,,1998-12-22,20:00,"The Substation, Guinness Theatre",,1.2944655,103.8492059,,Traditional music,Concert,Ueno Koshuzan,?????,The Substation,,,,,,
#NAME?,"Nihon Buyo performance by Nakamura Kyozo, Nakamura Shibajaku and Otani Tomohiko",,1998-02-14,20:00,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Nihon buyo,Dance,Nakamura Ky?z? (AS),,National University of Singapore (NUS); Embassy of Japan in Singapore; The Japan Foundation,,National University of Singapore (NUS); Embassy of Japan in Singapore; The Japan Foundation,,,,
#NAME?,Waseda concert for charity,,1998-02-22,20:00,Victoria Theatre & Concert Hall,,1.288340,103.851652,,Contemporary music,Concert,Waseda Symphony Orchestra,,,,,,,,
#NAME?,Nocturne,,1998-06-18,Evening,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Butoh,Dance,Buto-Sha Tenkei,,National Arts Council (NAC),,Singapore International Festival of Arts (SIFA),,,,
#NAME?,Water Station,,1998-06-25,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Sh?go),,National Arts Council (NAC),,National Arts Council (NAC),,,,
#NAME?,Water Station,,1998-06-26,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Sh?go),,National Arts Council (NAC),,National Arts Council (NAC),,,,
#NAME?,Water Station,,1998-06-27,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Sh?go),,National Arts Council (NAC),,National Arts Council (NAC),,,,
#NAME?,Water Station,,1998-06-28,20:00,"Raffles Hotel, Jubilee Hall",,1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Sh?go),,National Arts Council (NAC),,National Arts Council (NAC),,,,
#NAME?,Koto and Shakuhachi concert,??KOTO&BAMBOO???????????????????,1998-05-24,14:30,"The Japanese Association, Singapore (JAS), Auditorium",,1.33073,103.816112,,Contemporary music; Traditional music,Concert,Sonetto???,,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
#NAME?,Lecture demonstration of dance pieces from Kabuki play Ayatsuri Sanbas?,,1998-11-02,13:00-14:00,"National University of Singapore (NUS), Lecture Theatre 13 (LT13)",,1.29503,103.77091,,Kabuki,Talk,Nakamura Ky?z?,,NUS Centre for the Arts (CFA); Embassy of Japan in Singapore; The Japan Foundation,,NUS Centre for the Arts (CFA); Embassy of Japan in Singapore; The Japan Foundation,,,,
#NAME?,THE EMONDO,,1998-09-12,19:00,Kallang Theatre,,1.30191,103.87568,,Others,Talk,Shimoseki Musibi no Kai from Kyoto Wabunka Association,,"The Japanese Association, Singapore (JAS); Kyoto Association of Japanese Culture",,"The Japanese Association, Singapore (JAS); Chakuso-do Koten Miyajima-ryu Ichimon Shimonoseki Musubi no Kai",,,,
#NAME?,Erion,????,1998-09-13,14:00,"The Japanese Association, Singapore (JAS), Auditorium",,1.33073,103.816112,,Play,Theatre,Sekai Gekidan (Ehime),,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
#NAME?,Erion,????,1998-09-13,18:00,"The Japanese Association, Singapore (JAS), Auditorium",,1.33073,103.816112,,Play,Theatre,Sekai Gekidan (Ehime),,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
#NAME?,Rakugo In English Singapore Tour '99,,1999-08-26,19:15-20:45,"National Library, The Courtyard",,1.29748,103.85394,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo In English Singapore Tour '99,,1999-08-27,19:30-21:00,Jurong East Community Library,,1.33288,103.73949,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo In English Singapore Tour '99,,1999-08-28,16:00-17:30,Marine Parade Community Library,,1.30488,103.90959,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo In English Singapore Tour '99,,1999-08-29,13:00-14:30,"The Japanese Association, Singapore (JAS)",,1.33073,103.816112,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo In English Singapore Tour '99,,1999-08-29,17:00-18:00,"The Japanese Association, Singapore (JAS)",,1.33073,103.816112,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Lear,,1999-01-28,20:00,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
#NAME?,Lear,,1999-01-29,20:00,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
#NAME?,Lear,,1999-01-30,14:30,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
#NAME?,Lear,,1999-01-30,20:00,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
#NAME?,Lear,,1999-01-31,20:00,Kallang Theatre,,1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
#NAME?,Ryuba,??,1999-06-11,20:00,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Butoh,Dance,Dairakudakan,,National Arts Council (NAC),,,,,,
#NAME?,Ryuba,??,1999-06-12,20:00,Victoria Theatre & Concert Hall,,1.288367,103.851667,,Butoh,Dance,Dairakudakan,,National Arts Council (NAC),,,,,,
#NAME?,Taiko drum dance by Betchya Daiko troupe from Hiroshima,,1999-11-21,11:00,"Suntec City, Singapore International Convention And Exhibition Centre",,1.293504,103.8572,,Traditional music,Outdoor; Concert,Betchya Daiko,,Singapore Airlines (SIA) Millenium Celebration,,,,,,
#NAME?,Taiko drum dance by Betchya Daiko troupe from Hiroshima,,1999-11-21,12:00,"Suntec City, Singapore International Convention And Exhibition Centre",,1.293504,103.8572,,Traditional music,Outdoor; Concert,Betchya Daiko,,Singapore Airlines (SIA) Millenium Celebration,,,,,,
#NAME?,Rakugo in English,,2000-08-28,15:00,"Bukit Merah Community Library, Lecture Hall",,1.284232,103.815558,,Rakugo,Theatre,Katsura Kaishi; Others,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo in English,,2000-08-28,19:00,"Tampines Regional Library, Auditorium",,1.356210,103.94431,,Rakugo,Theatre,Katsura Kaishi; Others,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo in English,,2000-08-29,15:00,"Geylang East Public Library, Lecture Hall",,1.31744,103.88583,,Rakugo,Theatre,Katsura Kaishi; Others,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Rakugo in English,,2000-08-29,19:00,Marine Parade Community Library,,1.30488,103.90959,,Rakugo,Theatre,Katsura Kaishi; Others,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
#NAME?,Concert by jazz vocalist Kobayashi Kei,,2000-12-02,19:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Jazz,Concert,Kei Kobayashi,,Music & Movement; NUS Centre for the Arts (CFA),,,,,,
#NAME?,Sawai Kazue Koto Ensemble Concert,,2000-07-16,14:00,The Substation,,1.2944655,103.8492059,,Traditional music,Concert,Sawai Kazue Koto Ensemble,,"Japanese University Graduates Association of Singapore (JUGAS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); All Nippon Airways (ANA); ANA Hotel; The Japan Foundation",,,,"Japanese University Graduates Association of Singapore (JUGAS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); All Nippon Airways (ANA); ANA Hotel; The Japan Foundation",,
#NAME?,Shunch?/Spring Day,??,2000-06-10,16:00,Fort Canning Park,,1.292382,103.845626,,Contemporary dance,Workshop,Pappa Tarahumara,,Jurong Town Corporation (JTC); The Japan Foundation,,,,Jurong Town Corporation (JTC); The Japan Foundation,,
#NAME?,,,2000-06-10,14:00,"Singapore Dance Theatre (SDT), Main Studio",,1.2996037,103.8542423,,Contemporary dance,Workshop,Pappa Tarahumara,,Jurong Town Corporation (JTC); The Japan Foundation,,,,Jurong Town Corporation (JTC); The Japan Foundation,,
#NAME?,Shunch?/Spring Day,??,2000-06-11,20:00,"Victoria Theatre & Concert Hall, Victoria Theatre",,1.28834,103.851652,614,Contemporary dance,Dance,Pappa Tarahumara,,Jurong Town Corporation (JTC); The Japan Foundation,,,,Jurong Town Corporation (JTC); The Japan Foundation,,
#NAME?,Shunch?/Spring Day,??,2000-06-12,20:00,"Victoria Theatre & Concert Hall, Victoria Theatre",,1.28834,103.851652,614,Contemporary dance,Dance,Pappa Tarahumara,,Jurong Town Corporation (JTC); The Japan Foundation,,,,Jurong Town Corporation (JTC); The Japan Foundation,,
#NAME?,Komus? Shakuhachi Concert,,2000-03-01,Evening,"The Japanese Association, Singapore (JAS), Function Room",,1.33073,103.816112,24-30,Traditional music,Concert,Seki Ichir?,,"The Japanese Association, Singapore (JAS)",,,,"The Japanese Association, Singapore (JAS)",,Singapore Arts Festival (1977-2011)
#NAME?,Chingay Parade,,2001-02-10,18:30,City Hall,,1.2916585,103.8548595,,Traditional music,Parade,Kirishima Kumen-Daiko Performing Group,,,,,,,,
#NAME?,Wadaiko Yamato: The Spirits Tour,,2001-01-11,20:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Traditional music,Concert,Yamato (?) Wadaiko,,,,,,,,
#NAME?,Wadaiko Yamato: The Spirits Tour,,2001-01-12,20:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Traditional music,Concert,Yamato (?) Wadaiko,,,,,,,,
#NAME?,Wadaiko Yamato: The Spirits Tour,,2001-01-13,15:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Traditional music,Concert,Yamato (?) Wadaiko,,,,,,,,
#NAME?,Wadaiko Yamato: The Spirits Tour,,2001-01-13,20:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Traditional music,Concert,Yamato (?) Wadaiko,,,,,,,,
#NAME?,Wadaiko Yamato: The Spirits Tour,,2001-01-14,20:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Traditional music,Concert,Yamato (?) Wadaiko,,,,,,,,
#NAME?,"Rakugo and ""Puppet Show""",,2001-10-04,10:00,"The Japanese Association, Singapore (JAS), Ballroom",,1.33073,103.816112,28-50,Rakugo; Bunraku/Joruri,Theatre,Sh?fukutei Kakushow,,"The Japanese Association, Singapore (JAS)",,,,"The Japanese Association, Singapore (JAS)",,
#NAME?,An Evening with Kanze Hideo,,2002-04-04,19:45,"The Japanese Association, Singapore (JAS), Auditorium",,1.33073,103.816112,205,Noh,Talk,Kanze Hideo,,,,,,,,
#NAME?,Medea,,2002-06-21,20:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Play,Theatre,Ku Na'Uka Theatre Company (Tokyo),,National Arts Council (NAC); The Saison Foundation,,,,,,Singapore Arts Festival (1977-2011)
#NAME?,Medea,,2002-06-22,20:00,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1607,Play,Theatre,Ku Na'Uka Theatre Company (Tokyo),,National Arts Council (NAC); The Saison Foundation,,,,,,Singapore Arts Festival (1977-2011)
#NAME?,The NHK Symphony Orchestra presented by the Singapore Symphonic Orchestra,,2002-03-09,20:15,"National University of Singapore (NUS), University Cultural Centre (UCC) Hall",,1.301776,103.772112,1602,Contemporary music,Concert,NHK Symphony Orchestra,,Singapore Symphony Orchestra (SSO),,,,Singapore Symphony Orchestra (SSO),,
#NAME?,Alterzone: A State of Mind: Embryonic Garden,,2002-11-01,19:00,"Esplanade – Theatres on the Bay, Recital Studio",,1.290205,103.855567,245,Contemporary music,Concert,Shane Thio; Suzaki Misuzu,,,,,,,,
