Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,Traditional Japanese music performance by Ishikawa Prefecture Cultural Goodwill Mission at Singapore Arts Festival Fringe show,,1987-06-04,Evening,Sentosa,,1.24981,103.82948,,Minyo; Traditional music,Concert; Outdoor,Ishikawa Prefecture Cultural Goodwill Mission; Winners of 1987 Japan miny? competition,,National Arts Council (NAC),,,,,,
,Traditional Japanese music performance by Ishikawa Prefecture Cultural Goodwill Mission at Singapore Arts Festival Fringe show,,1987-06-05,18:30,Marina Square,"6 Raffles Boulevard, Singapore 039594",1.29185,103.85857,,Minyo; Traditional music,Concert; Outdoor,Ishikawa Prefecture Cultural Goodwill Mission; Winners of 1987 Japan miny? competition,,National Arts Council (NAC),,,,,,
,Japanese Koto Recital,,1987-10-27,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Traditional music,Concert,Murata Sh?,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,"Rakugo show by Katsura Shijaku, Katsura Jakumatsu, and Katsura Takeshi",,1987-11-14,Evening,"Century Park Sheraton Hotel, Connaught Room","Nassim Road, Singapore",1.30766,103.82348,,Rakugo,Theatre,Katsura Shijaku; Katsura Jakumatsu; Katsura Takeshi,,,,,,,,
,Japan Folk Arts Show,,1987-09-07,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Others; Folk music; Folk dance,Concert,,,"The Japanese Cultural Society, Singapore (JCS)",,"The Japanese Cultural Society, Singapore (JCS)",,,,
,Lecture demonstration on traditional Japanese music,,1988-02-24,18:00,"National University of Singapore (NUS), Centre for Musical Activities Auditorium","17 Kent Ridge Crescent, Singapore 119277",1.2992,103.77374,,Traditional music,Talk,Susumu Miyashita (Koto); Somei Sasaki (Shamisen); Akikazu Nakamura (Shakuhachi),,National University of Singapore (NUS),,,,,,
,Traditional Japanese music performance by various musicians,,1988-02-25,20:00,DBS Auditorium,"6 Shenton Way, #03-00, DBS Building Tower 1, Singapore 068809",1.27698,103.8484,,Traditional music,Concert,Susumu Miyashita (koto); Somei Sasaki (shamisen); Akikazu Nakamura (shakuhachi); Shuuo Takada (koto); Shuuoka Taniguchi (koto),,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japan Foundation",,,,,,
,Japanese folk dance and Minyo performance by Ishikawa troupe,,1988-06-03,19:30,Isetan Scotts,"1 Scotts Road, Singapore 228208",1.30611,103.83197,,Minyo; Traditional music; Folk dance,Others,"Ishikawa troupe (singers, dancers, drummers)",,The Japan Foundation,,,,,,
,Japanese folk dance and Minyo performance by Ishikawa troupe,,1988-06-04,19:45,"Sentosa, Sentosa Amphitheatre",,1.251539,103.818478,,Minyo; Traditional music; Folk dance,Others,"Ishikawa troupe (singers, dancers, drummers)",,The Japan Foundation,,,,,,
,Japanese folk dance and Minyo performance by Ishikawa troupe,,1988-06-05,18:30,Marina Square,"6 Raffles Boulevard, Singapore 039594",1.29185,103.85857,,Minyo; Traditional music; Folk dance,Others,"Ishikawa troupe (singers, dancers, drummers)",,The Japan Foundation,,,,,,
,Noh performance by Kita Noh School,,1988-06-17,20:00,"Singapore Labour Foundation (SLF), Auditorium","1 Marina Boulevard, Singapore 018989",1.282391,103.852501,,Noh,Theatre,Kita Noh School,,National Theatre Trust,,,,,,
,Noh performance by Kita Noh School,,1988-06-18,20:00,"Singapore Labour Foundation (SLF), Auditorium","1 Marina Boulevard, Singapore 018989",1.282391,103.852501,,Noh,Theatre,Kita Noh School,,Ministry of Community Development (MCD),,,,,,
,Choral performance by Hands Across The SeasTokushima Children's Choir (Japan) and Risen Christ Choir (Singapore),,1988-07-26,20:00,"Singapore Labour Foundation (SLF), Auditorium","1 Marina Boulevard, Singapore 018989",1.282391,103.852501,,Choir; Contemporary music,Concert,,,,,,,,,
,Enka performance by Shinno Mika,,1988-09-25,19:45,"Sentosa, Sentosa Musical Fountain",,1.2556829,103.8201946,,Enka,Concert,Shinno Mika,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Choral Symphony Performance,,1988-10-27,19:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Choir; Contemporary music,Concert,Toho University (Japan); NUS Concert Orchestra (Singapore); NUS Choir (Singapore),,"The Japanese Association, Singapore (JAS)",,,,,,
,Kabuki style contemporary play,,1989-03-08,Evening,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Play,Theatre,Ry?tar? Sugi (singer-actor),,,,,,,,
,Kabuki style contemporary play,,1989-03-09,Evening,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Play,Theatre,Ry?tar? Sugi (singer-actor),,,,,,,,
,19th Japanese Cultural Festival: Koto performance by Tanii Sumiko (Japan) and NUS Koto Club (Singapore),,1989-04-24,19:00,DBS Auditorium,"6 Shenton Way, #03-00, DBS Building Tower 1, Singapore 068809",1.27698,103.8484,,Traditional music,Concert,Tanii Sumiko; NUS Koto Club (Singapore),,"Department of Japanese Studies, National University of Singapore (NUS); The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore",,,,,,
,Choshi Wind Ensemble concert,,1989-06-27,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Choshi Wind Ensemble,,,,,,,,
,Shadow puppet show by Kageboushi Troupe,,1989-08-15,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Puppet theatre,Theatre,Kageboushi Troupe,,"The Japanese Cultural Society, Singapore (JCS); The Japan Foundation",,,,,,
,Shadow puppet show by Kageboushi Troupe,,1989-08-16,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Puppet theatre,Theatre,Kageboushi Troupe,,"The Japanese Cultural Society, Singapore (JCS); The Japan Foundation",,,,,,
,19th Japanese Cultural Festival: Japanese folk dance and traditional Japanese music performance,,1989-09-04,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Folk dance; Traditional music,Others,International Culture Communication Centre SAKURA (folk dance),,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,19th Japanese Cultural Festival: 12th Japanese Folk Arts Goodwill Mission,,1989-09-09,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.875681,,Traditional music; Folk dance; Minyo; Nihon Buyo,Others,12th Japanese Folk Arts Goodwill Mission,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Shizuoka Day: Shizuoka City Women's Choir,,1989-10-25,Evening,"Yaohan Orchard, 1st and 2nd Storey Concourse","68 Orchard Road, Singapore 238839",1.300748,103.845048,,Choir; Contemporary music,Concert,Shizuoka City Women's Choir,,Shizuoka Prefectural Government; Embassy of Japan in Singapore; Japan External Trade Organization (JETRO) Singapore; Yaohan,,,,,,
,NUS-Toho University Joint Concert,,1989-10-25,19:30,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Choir,Concert,Toho University Students; NUS Concert Orchestra; NUS Choir; Kazuoki Fujii,,"The Japanese Association, Singapore (JAS)",,,,,,
,Shizuoka Day: Koto music concert,,1989-10-26,Evening,"Yaohan Orchard, 1st and 2nd Storey Concourse","68 Orchard Road, Singapore 238839",1.300748,103.845048,,Traditional music,Concert,Kawai School of Music; Yamaha School of Music,,Shizuoka Prefectural Government; Embassy of Japan in Singapore; Japan External Trade Organization (JETRO) Singapore; Yaohan,,,,,,
,Shizuoka Day: Shizuoka Philharmony Orchestra,,1989-10-28,Evening,"Yaohan Orchard, 1st and 2nd Storey Concourse","68 Orchard Road, Singapore 238839",1.300748,103.845048,,Contemporary music,Concert,Shizuoka Philharmony Orchestra,,Shizuoka Prefectural Government; Embassy of Japan in Singapore; Japan External Trade Organization (JETRO) Singapore; Yaohan,,,,,,
,Shizuoka Day: Shizuoka Philharmony Orchestra,,1989-10-29,Evening,"Yaohan Orchard, 1st and 2nd Storey Concourse","68 Orchard Road, Singapore 238839",1.300748,103.845048,,Contemporary music,Concert,Shizuoka Philharmony Orchestra,,Shizuoka Prefectural Government; Embassy of Japan in Singapore; Japan External Trade Organization (JETRO) Singapore; Yaohan,,,,,,
,Jazz concert by Watanabe Sadao,,1989-11-25,20:30,"World Trade Centre, Auditorium","1 Maritime Square, Singapore 099253",1.26396,103.82024,,Jazz,Concert,Sadao Watanabe,,Jasper Productions,,,,,,
,Jazz concert by Watanabe Sadao,,1989-11-26,20:30,"World Trade Centre, Auditorium","1 Maritime Square, Singapore 099253",1.26396,103.82024,,Jazz,Concert,Sadao Watanabe,,Jasper Productions,,,,,,
,The Grand Kabuki,,1990-06-14,20:15,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Kabuki,Theatre,Grand Kabuki; Onoe Kikugoro VII; Bando Yasosuke V; Bando Shonosuke I; Onoe Umenosuke; Onoe Otome,,National Arts Council (NAC),,,,The Japan Foundation; National (Panasonic),,
,The Grand Kabuki,,1990-06-15,20:15,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Kabuki,Theatre,Grand Kabuki; Onoe Kikugoro VII; Bando Yasosuke V; Bando Shonosuke I; Onoe Umenosuke; Onoe Otome,,National Arts Council (NAC),,,,The Japan Foundation; National (Panasonic),,
,Unetsu,,1990-06-01,Evening,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Butoh,Dance,Sankai Juku,,National Arts Council (NAC),,Singapore Arts Festival,,,,
,Unetsu,,1990-06-02,Evening,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Butoh,Dance,Sankai Juku,,National Arts Council (NAC),,Singapore Arts Festival,,,,
,Paquita - A Midsummer's Night Dream,,1990-09-18,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Ballet,Dance,Matsumoto Michiko Ballet Company,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Theatre Trust; The Japan Foundation",,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Theatre Trust",,The Japan Foundation,,
,Paquita; A Midsummer's Night Dream,,1990-09-19,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Ballet,Dance,Matsumoto Michiko Ballet Company,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Theatre Trust; The Japan Foundation",,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); National Theatre Trust",,The Japan Foundation,,
,20th Japanese Cultural Festival: Variety show by 13th Japanese Folk Performance Goodwill Mission,?????????? -> from Chinese newspaper,1990-09-27,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Folk dance; Minyo; Traditional music; Nihon Buyo,Others,13th Japanese Folk Performance Goodwill Mission,?13???????????? <- from Chinese newspaper,"Embassy of Japan in Singapore; The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Cultural Society, Singapore (JCS)",,,,
,20th Japanese Cultural Festival: Japan Gagaku Society concert,"??????? -> from Chinese newspaper, Gagaku Ensokai?",1990-09-28,20:00,DBS Auditorium,"6 Shenton Way, #03-00, DBS Building Tower 1, Singapore 068809",1.27698,103.8484,,Gagaku,Concert,Japan Gagaku Society concert,?????,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS)",,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS)",,,,
,Gagaku performance,,1990-06-19,Evening,Pan Pacific Singapore,"7 Raffles Boulevard, Pan Pacific Singapore, Singapore 039595",1.2923729,103.8588044,,Gagaku,Concert,Tokyo Academy of Arts,,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
,,,1991-02-06,19:40,"NTUC Centre, Stephen Riady Auditorium @ NTUC","1 Marina Boulevard, Singapore 018989",1.282391,103.852501,,Contemporary music,Concert,Toba Ichiro,,,,,,,,
,,,1991-04-13,Evening,The Alkaff Mansion,"10 Telok Blangah Green, Singapore 109178",1.2788173,103.8131816,,Jazz,Concert,Watanabe Sadao,,,,,,,,
,,,1991-04-12,Evening,The Alkaff Mansion,"10 Telok Blangah Green, Singapore 109178",1.2788173,103.8131816,,Jazz,Concert,Watanabe Sadao,,,,,,,,
,,,1991-08-19,20:15,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.288367,103.851667,,Contemporary music,Concert,Asian Youth Orchestra,,,,,,Fuji Xerox; Singapore Press Holdings (SPH),,
,,,1991-08-20,20:15,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.288367,103.851667,,Contemporary music,Concert,Asian Youth Orchestra,,,,,,Fuji Xerox; Singapore Press Holdings (SPH),,
,,,1991-12-06,20:15,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.288367,103.851667,,Classical music,Concert,Asako Urushihara (Violin); Singapore Symphony Orchestra (SSO),????; ????,NEC Singapore Pte. Ltd.; Singapore Symphonia Company Limited,,,,,,
,,,1991-12-07,20:15,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.288367,103.851667,,Classical music,Concert,Urushihara Asako (Violin); Singapore Symphony Orchestra (SSO),????; ????,NEC Singapore Pte. Ltd.; Singapore Symphonia Company Limited,,,,,,
,,???????????? (CH),1991-01-25,20:15,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.288367,103.851667,,Classical music,Concert,Singapore Symphony Orchestra (Singapore); Fujikawa Mayumi (Japan),????,Victoria Concert Hall,,,,,,
,,???????????? (CH),1991-01-26,20:15,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.288367,103.851667,,Classical music,Concert,Singapore Symphony Orchestra (Singapore); Fujikawa Mayumi (Japan),,Victoria Concert Hall,,,,,,
,,,1991-06-05,18:30,"Marina Square, Tokyu Department Store","6 Raffles Boulevard, Singapore 039594",1.29185,103.85857,,Traditional music; Minyo; Folk dance,Others,"9 drummers, 6 singers, and 10 dances led by Yamamoto Masafumi",????,,,,,,,
,,,1991-06-03,19:30,Isetan Scotts,"1 Scotts Road, Singapore 228208",1.30611,103.83197,,Traditional music; Minyo; Folk dance,Workshop,"7 drummers, 6 singers, and 10 dances led by Yamamoto Masafumi",????,,,,,,,
,,,1991-06-04,19:45,"Sentosa, Palawan Amphitheatre","81F Palawan Beach Walk, Singapore",1.251539,103.818478,,Traditional music; Minyo; Folk dance,Others,"8 drummers, 6 singers, and 10 dances led by Yamamoto Masafumi",????,,,,,,,
,,?????????? (CH),1991-09-20,20:00,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Traditional music; Choir,Others,"Nihon Shokin Kai; The Japanese Association, Singapore (JAS) Female Choir; Japanese Cultural Society Singapore (JCSS) Choir and Teck Ghee Community Club Seniors Karaoke Club",CH: ????????????????????????????????????OK?????,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,,,1991-09-14,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Folk dance; Minyo; Traditional music; Nihon Buyo,Concert,14th Japanese Folk Performance Goodwill Mission; Japanese Cultural Society Singapore (JCSS) Nihon buyo group,?14????????????(CH),"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,,,1991-09-08,17:00,Chinese Garden,"1 Chinese Garden Road, Singapore 619795",1.33625,103.73089,,Traditional music; Contemporary music,Others,Osuwa Daiko,?????,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,,,1991-09-07,20:00,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Traditional music; Contemporary music; Nihon buyo,Others,Osuwa Daiko,?????,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,,,1991-08-21,Evening,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Contemporary music,Concert,Kumano Yukari,,"Volunteer Action and Development Centre, National Council of Social Service (NCSS); Tanpopo-No-Ye Foundation (Japan)",,"Volunteer Action and Development Centre, National Council of Social Service (NCSS); Tanpopo-No-Ye Foundation (Japan)",,,,
,Macbeth,,1992-06-11,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,Ninagawa Company,,National Arts Council (NAC),,,,,,
,Macbeth,,1992-06-12,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,Ninagawa Company,,National Arts Council (NAC),,,,,,
,Macbeth,,1992-06-13,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,Ninagawa Company,,National Arts Council (NAC),,,,,,
,Medea,,1992-06-17,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Play,Theatre,Ninagawa Company,,National Arts Council (NAC),,,,,,
,Medea,,1992-06-18,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Play,Theatre,Ninagawa Company,,National Arts Council (NAC),,,,,,
,Arcadia Concert in Singapore,,1992-12-21,19:00-21:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,"Arcadia Choir and Orchestra (Japan), conducted by Mrs Agnes Grossmann",,"The Japanese Association, Singapore (JAS)",,,,,,
,Minyo and folk dance by Warabi-Za Japanese Folk Song and Dance Company,,1992-10-24,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Minyo; Folk dance,Others,Warabi-Za Japanese Folk Song and Dance Company,,National Arts Council (NAC),,,,,,
,Okamoto Ballet,,1992-09-18,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Ballet,Dance,Okamoto Ballet,,National Arts Council (NAC),,,,,,
,Okamoto Ballet,,1992-09-19,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Ballet,Dance,Okamoto Ballet,,National Arts Council (NAC),,,,,,
,Warabi-Za Japanese Folk Song and Dance Company,,1992-10-23,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Minyo; Folk dance,Others,Warabi-Za Japanese Folk Song and Dance Company,,National Arts Council (NAC),,,,,,
,Workshop on folk song and dance by Warabi-Za Japanese Folk Song and Dance Company,,1992-10-21,Evening,Queenstown Community Centre,"365 Commonwealth Avenue, Queenstown Community Centre, Singapore 149732",1.2989632,103.8014866,,Minyo; Folk dance,Workshop,Warabi-Za Japanese Folk Song and Dance Company,,National Arts Council (NAC),,,,,,
,,,1993-11-13,15:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Kyogen,Theatre,"Izumi School of Kyogen (Izumi Motohide, Izumi Motoya, Izumi Junko, Izumi Shoko)",,Festival Of Asian Performing Arts,,,,,,
,,,1993-11-12,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Kyogen,Theatre,"Izumi School of Kyogen (Izumi Motohide, Izumi Motoya, Izumi Junko, Izumi Shoko)",,Festival Of Asian Performing Arts,,,,,,
,Mukashi Mukashi no Kai,?????????? ?????????????????????? ?????????????????????,1993-10-02,Evening,"The Japanese Association, Singapore (JAS), Coffeehouse","120 Adam Road, Singapore 289899",1.33073,103.816112,,Minyo; Katari; Traditional music,Others,Sekiguchi Hijiridake (Shakuhachi); Ozawa Shigeo (Storyteller),???? (Shakuhachi); ???? (Storyteller),"The Japanese Association, Singapore (JAS)",,,,,,
,"Jazz performance by Kokubu Hiroko, Amano Kiyotsugu, Yamazaki Norimasa, Koyama Taro and Yahiro Yoichi",,1993-09-01,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Jazz,Concert,"Kokubu Hiroko, Amano Kiyotsugu, Yamazaki Norimasa, Koyama Taro, Yahiro Yoichi",????; ????; ????; ????; ????,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japan Foundation",,,,,,
,The Halley String Quartet concert,,1993-02-24,13:00,Temasek Junior College,"22 Bedok South Road, Singapore 469278",1.3184928,103.9355673,,Classical music,Concert,"Urushihara Keiko, Matsubara Katsuya, Toyoshima Yasushi, Yamamoto Yusuke",????; ????; ????; ????,NAFA Service Pte. Ltd.,,,,,,
,The Halley String Quartet concert,,1993-02-25,20:00,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Classical music,Concert,"Urushihara Keiko, Matsubara Katsuya, Toyoshima Yasushi, Yamamoto Yusuke",????; ????; ????; ????,NAFA Service Pte. Ltd.,,,,,,
,Fusion orchestra music performance by Orchestra Ensemble Kanazawa,,1994-09-11,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Orchestra Ensemble Kanazawa,,National Arts Council (NAC),,National Arts Council (NAC),,,,
,Iijima Akiko Piano Recital,,1994-03-27,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Iijima Akiko,,"The Music Society, Singapore (SGMUSO); National Arts Council (NAC)",,"The Music Society, Singapore (SGMUSO); National Arts Council (NAC)",,,,
,Narcissus,,1994-06-01,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Butoh,Dance,Ankoku Buto - Kazuo Ohno; Yoshito Ohno,,,,,,,,
,The Dead Sea,,1994-05-31,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Butoh,Dance,Ankoku Buto - Kazuo Ohno; Yoshito Ohno,,,,,,,,
,Japanese Folk Arts Show <--Art show or folk dance? What is an art show? Can we find its Japanese name?,,1994-09-01,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Folk dance,Dance,17th Japanese Folk Performance Goodwill Mission (All Japan Folk Dance Federation),,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
,Taisho Koto Concert,,1994-08-28,14:00,"Pan Pacific Singapore, Ballroom","7 Raffles Boulevard, Marina Square, Singapore 039595",1.292373,103.858804,,Traditional music; Choir,Concert,Saijyo Cultural Society of Ehime Prefecture; JCSS Choir,,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
,"24th Japanese Cultural Festival: Variety show by Osuwa Daiko, Gifu Citizens International Friendship Society's Bon Odori Group and other performers",,1994-08-22,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Traditional music; Folk dance,Others,Osuwa Daiko; Gifu Citizens Int'l Friendship Society's Bon-Odori Group; JCSS Suwa Daiko Team & Folk Dance Group; JAS Koto Group,,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
,Story of Nippon Oto-kichi,,1994-09-25,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Play,Theatre,Gekidan Theatre Wekkend; JCSS Choir and Suwa Daiko Team,,,,,,,,
,Alok Dancedrama,,1995-06-01,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Contemporary dance,Dance,Alok Dancedrama,,,,,,,,
,Rokkasen Concert: Modern Age with Ancient Instruments,,1995-06-18,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Contemporary music; Traditional music,Concert,Rokkasen,,,,,,,,
,Rokkasen Concert: Modern Age with Ancient Instruments,,1995-06-17,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Contemporary music; Traditional music,Concert,Rokkasen,,,,,,,,
,"Kyogen plays Suehirogari, Bonsan, Hiho Sake by Izumi School of Kyogen",,1995-09-18,20:00,"Suntec City, Auditorium","3 Temasek Boulevard, Singapore 038983",1.30488,103.90959,,Kyogen,Theatre,Izumi School of Kyogen,,National Arts Council (NAC); Embassy of Japan in Singapore,,National Arts Council (NAC); Embassy of Japan in Singapore,,,,
,"Kyogen plays Suehirogari, Bonsan, Hiho Sake by Izumi School of Kyogen",,1995-09-19,20:00,"Suntec City, Auditorium","3 Temasek Boulevard, Singapore 038983",1.30488,103.90959,,Kyogen,Theatre,Izumi School of Kyogen,,National Arts Council (NAC); Embassy of Japan in Singapore,,National Arts Council (NAC); Embassy of Japan in Singapore,,,,
,,,1995-09-23,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Noh; Kabuki; Nihon Buyo,Talk,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,,,
,,,1995-09-24,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Noh; Kabuki; Nihon Buyo,Talk,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,,,
,"Choral performance by Gunma Prefecture Women's Choir, JCSS Choir and JAS Women's Choir",,1995-09-22,19:30,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Minyo; Choir,Concert,Gunma Prefecture Women's Choir; JCSS Choir; JAS Women's Choir,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Korei Hogakukai Foundation Koto Ensemble,,1995-04-05,19:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Traditional music,Concert,Korei Hogakukai Foundation Koto Ensemble,,,,,,Nomura Singapore Limited,,
,Korei Hogakukai Foundation Koto Ensemble,,1995-04-06,19:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Traditional music,Concert,Korei Hogakukai Foundation Koto Ensemble,,,,,,Nomura Singapore Limited,,
,,,1995-09-24,16:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Nihon Buyo,Dance,Fuji Dance Group - Fujima Kanshichik? and Tsumura Reijir?,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
