Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,Gagaku concert by Japan Gagaku Society,,1979-09-03,20:30,DBS Auditorium,"6 Shenton Way, #03-00, DBS Building Tower 1, Singapore 068809",1.27698,103.8484,,Gagaku,Concert,Japan Gagaku Society,,"The Japanese Cultural Society, Singapore (JCS); The Japanese Association, Singapore (JAS); Embassy of Japan in Singapore",,,,,,
,Japanese Folk Arts Show,,1979-09-15,20:00,National Theatre,,1.292954,103.844164,,Minyo; Folk dance; Traditional music,Others,Japanese Folk Arts Association,,"The Japanese Cultural Society, Singapore (JCS); The Japanese Association, Singapore (JAS); Embassy of Japan in Singapore",,,,,,
,Tokyo Philharmonic Chorus in commemoration of the International Year of the Child,,1979-11-26,20:30,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Minyo,Concert,Tokyo Philharmonic Chorus,,"National Theatre Trust; The Japan Foundation; Embassy of Japan in SIngapore; Agency for Cultural Affairs, Government of Japan",,,,,,
,9th Japanese Cultural Festival Opening Night: Variety show,,1979-08-23,20:00,National Theatre,,1.292954,103.844164,,Choir; Minyo; Folk dance,Others,Shimada Honen Folk Dance Troupe (Japan); Japan Association's Ladies Chorus (Singapore); JCSS Choir(Singapore); JCSS Dance (Singapore),,"The Japanese Cultural Society, Singapore (JCS); The Japan Foundation; Embassy of Japan in Singapore; NHK; Hoso Bunka Foundation, Inc. (HBF); National Theatre Trust; The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Classical music performance by NHK Symphonic Orchestra,,1979-08-28,20:30,National Theatre,,1.292954,103.844164,,Classical music,Concert,NHK Symphonic Orchestra,,"The Japanese Cultural Society, Singapore (JCS); The Japan Foundation; Embassy of Japan in Singapore; NHK; Hoso Bunka Foundation, Inc. (HBF); National Theatre Trust; The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Japanese folk dance performance by members of the Nakaminato Chamber of Commerce and Industry,,1980-01-24,Evening,Joo Chiat Community Centre,"405 Joo Chiat Road, Singapore 427633",1.30742,103.90421,,Folk dance; Traditional music,Others,Nakaminato Chamber of Commerce and Industry,,"Japanese Chamber of Commerce & Industry, Singapore (JCCI); People's Association (PA)",,,,,,
,Niibori Guitar Orchestra concert,,1980-04-18,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Niibori Guitar Orchestra,,Yamaha Music School Singapore,,,,,,
,Violin Recital by Yasuraoka Yu,,1980-05-30,Evening,DBS Auditorium,"6 Shenton Way, #03-00, DBS Building Tower 1, Singapore 068809",1.27698,103.8484,,Contemporary music,Concert,Yu Yasuraoka; Cheng Mun Chit,,,,,,,,
,Puppet plays by Hoppy Puppet Theatre,,1980-08-23,Daytime,The Japanese School Singapore,"95 Clementi Road, Singapore",1.30052,103.76884,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS)",,,,,,
,Puppet plays by Hoppy Puppet Theatre,,1980-08-23,Evening,"The Japanese Association, Singapore (JAS)",,1.33073,103.816112,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS)",,,,,,
,Puppet plays by Hoppy Puppet Theatre,,1980-08-25,All-day,Nanyang Primary School,,1.3189081,103.8171315,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS)",,,,,,
,Puppet plays by Hoppy Puppet Theatre,,1980-08-25,All-day,Mei Chin Primary School,"Mei Chin Road, Singapore",1.29342,103.80296,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS)",,,,,,
,Puppet plays by Hoppy Puppet Theatre,,1980-08-25,All-day,Spastic Children's Association of Singapore (SCAS),"65 Pasir Ris Drive 1, Singapore 519529",1.37538,103.93935,,Puppet theatre,Theatre,Hoppy Puppet Theatre,,"The Japanese Association, Singapore (JAS)",,,,,,
,10th Japanese Cultural Festival: Japanese Folk Arts Night,,1980-09-13,20:00,National Theatre,,1.293482,103.844597,,Traditional music; Nihon Buyo; Folk dance; Minyo,Others,"Japanese Folk Arts Association of Tokyo; Cultural groups from Kagawa, Gunma, Chiba; T?okai; Ooichi Yagi-setsu Hozonkai; Hirano K?shi-sha",,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS)",,,,,,
,Koto performance by Ikuta-ryu Hogakukai and Garyu Shinminkai,,1980-09-19,20:00,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Traditional music,Concert,Ikuta-ryu Hogakukai and Garyu Shinminkai (Koto groups from Osaka),,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); Japanese Cultural Goodwill Mission, Osaka",,,,,,
,Retrospection into Ancient Times,,1980-12-16,20:30,National Theatre,,1.293482,103.844597,,Ballet,Dance,Shiratori Ballet Company,,"National Theatre Trust; The Japanese Cultural Society, Singapore (JCS); Kagoshima Prefecture Government",,,,,,
,Swan Lake Act III Ballet Concert,,1980-12-17,20:30,National Theatre,,1.293482,103.844597,,Ballet,Dance,Shiratori Ballet Company,,"National Theatre Trust; The Japanese Cultural Society, Singapore (JCS); Kagoshima Prefecture Government",,,,,,
,Japan Cultural Festival: Opening Programme,,1980-09-02,20:00,National Theatre,,,,,Others; Folk music; Contemporary music,,Kyu Seisan Kai of Tokyo; Amemiya Yoko; Awaya Noriko,,"Embassy of Japan in Singapore; The Japanese Cultural Society, Singapore (JCS); The Japanese Association, Singapore (JAS)",,,,,,Japanese Cultural Festival
,Watanabe Sadao Jazz Sextet,,1981-02-24,20:30,National Theatre,,1.293482,103.844597,,Jazz,Concert,Watanabe Sadao Jazz Quartet,????,National Theatre Trust; Embassy of Japan in Singapore; The Japan Foundation,,,,,,
,Matsumoto Michiko Ballet,,1981-09-05,20:00,National Theatre,,1.293482,103.844597,,Ballet,Dance,Polovstian Dance from Prince Igor; Shadow Scene from La Bayadere,????????,"The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,,,
,11th Japanese Cultural Festival: Minyo performance,,1981-09-07,Evening,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Minyo,Concert,Osaka Harukoma Miny?-kai,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,11th Japanese Cultural Festival: An Evening of Japanese Culture,,1981-09-14,19:30,National Theatre,,1.293482,103.844597,,Choir; Folk dance; Nihon Buyo,Others,"JCSS choir; Mamasan Women's Choir (from Sennan, Osaka); T?zan-ryuu Dance Ensemble (Fujigoko, Yamanashi); Takenaka Mariko",,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,"Dance excerpts of Noh plays Sei?bo, Sh?jo, Hagoromo and Funa Benkei by Morimoto Matsuju-Kai",,1982-04-22,Evening,Cultural Centre (Fort Canning),"40 Canning Rise, Singapore 179870",1.29521,103.84677,,Noh,Dance,Morimoto Matsuju-Kai,,Instant Asia Cultural Shows Pte. Ltd,,,,,,
,"12th Japanese Cultural Festival Opening Night: Cultural Variety Show by JAS Choir, JCSS Choir, Shuri Eiko and Kosaka Kyoko",,1982-09-04,19:30,National Theatre,,1.293482,103.844597,,Choir; Contemporary music,Others,JAS Choir; JCSS Choir; Shuri Eiko; Kosaka Kyoko,,"The Japanese Cultural Society, Singapore (JCS); The Japanese Association, Singapore (JAS); Embassy of Japan in Singapore",,,,,,
,12th Japanese Cultural Festival: Japanese Minyo and Folk Dance by Yachiyo-kai (Osaka) and JCSS Dance,,1982-09-05,19:30,National Theatre,,1.293482,103.844597,,Folk dance; Minyo; Traditional music; Nihon Buyo,Others,Yachiyo-kai (Osaka); JCSS Dance,,"The Japanese Cultural Society, Singapore (JCS); The Japanese Association, Singapore (JAS); Embassy of Japan in Singapore",,,,,,
,Taiko performance by Eitaiko,,1982-09-24,15:30,Yaohan Thompson,"301 Upper Thomson Road, Singapore 574408",1.35466,103.83091,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-24,17:00,Yaohan Thompson,"301 Upper Thomson Road, Singapore 574408",1.35466,103.83091,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-24,18:30,Yaohan Thompson,"301 Upper Thomson Road, Singapore 574408",1.35466,103.83091,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-25,15:30,Yaohan Katong,"865 Mountbatten Road, Singapore 437844",1.30409,103.90151,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-25,17:00,Yaohan Katong,"865 Mountbatten Road, Singapore 437844",1.30409,103.90151,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-25,18:30,Yaohan Katong,"865 Mountbatten Road, Singapore 437844",1.30409,103.90151,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,12th Japanese Cultural Festival: A Night of Japanese Folk Dance,,1982-09-25,19:30,National Theatre,,1.293482,103.844597,,Folk dance,Dance,Wakase Folk Dance Association (Tokyo),????????,"The Japanese Cultural Society, Singapore (JCS); The Japanese Association, Singapore (JAS); Embassy of Japan in Singapore",,,,,,
,Taiko performance by Eitaiko,,1982-09-26,15:30,Yaohan Bukit Timah,"1 Jalan Anak Bukit, Singapore 588996",1.33875,103.7786,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-26,17:00,Yaohan Bukit Timah,"1 Jalan Anak Bukit, Singapore 588996",1.33875,103.7786,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Taiko performance by Eitaiko,,1982-09-26,18:30,Yaohan Bukit Timah,"1 Jalan Anak Bukit, Singapore 588996",1.33875,103.7786,,Traditional music,Outdoor,Eitaiko,???,Yaohan,,,,,,
,Japanese folk dance and Minyo performance,,1982-11-09,20:00,National Theatre,,1.293482,103.844597,,Folk dance; Minyo,Dance,Nihon Minyo Hyakusen,,"The Japanese Cultural Society, Singapore (JCS); Japanese Traditional Folklore Association",,,,,,
,82 Takarazuka Revue,,1982-12-10,20:30,National Theatre,,1.293482,103.844597,,Nihon Buyo; Contemporary dance; Contemporary music,Others,Takarazuka Revue,,"The Japanese Cultural Society, Singapore (JCS); National Arts Council (NAC)",,,,,,
,82 Takarazuka Revue,,1982-12-11,19:30,National Theatre,,1.293482,103.844597,,Nihon Buyo; Contemporary dance; Contemporary music,Others,Takarazuka Revue,,"The Japanese Cultural Society, Singapore (JCS); National Arts Council (NAC)",,,,,,
,,,1983-04-17,17:00-18:00,"Sentosa, Sentosa Ferry Terminal",,1.2561924,103.824234,,Folk dance,Outdoor,120 dancers and 4 musicians from Kagoshima,,Sentosa Development Corporation,,,,,,
,Violin teaching workshop by Suzuki Shinichi,,1983-05-28,Evening,"Plaza Singapura, Yamaha Music School",,1.3007476,103.8450476,,Others,Talk,Suzuki Shinichi,????,Yamaha Music School Singapore,,,,,,
,Young violinists' concert conducted by Suzuki Shinichi,,1983-05-29,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Classical music,Concert,,,Yamaha Music School Singapore,,,,,,
,Violin teaching workshop by Suzuki Shinichi,,1983-05-30,Evening,"Plaza Singapura, Yamaha Music School",,1.3007476,103.8450476,,Others,Talk,,,Yamaha Music School Singapore,,,,,,
,Choral performance by Makoto Chorus Group led by Okubo Makoto with JAS Women's Chorus,,1983-07-26,Evening,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Choir; Minyo; Contemporary music,Concert,Makoto Chorus Group with JAS Ladies Chorus,,"The Japanese Association, Singapore (JAS)",,,,,,
,Choral performance by Makoto Chorus Group led by Okubo Makoto with JAS Women's Chorus,,1983-07-27,Evening,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Choir; Minyo; Contemporary music,Concert,Makoto Chorus Group with JAS Ladies Chorus,,"The Japanese Association, Singapore (JAS)",,,,,,
,,???????? (CH),1983-09-03,19:30,National Theatre,,1.293482,103.844597,,Ballet; Folk dance; Choir,Workshop,"Kinki Ballet Academy; Hanayagi Takihiko Buyo-kai; Japanese Association, Singapore (JAS) Choir; The Japanese Cultural Society, Singapore (JCS) Female Choir; The Japanese Cultural Society, Singapore (JCS) dance group",,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Sakurako Ogyu Trio and Toshio Oida,,1983-09-18,19:30,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Jazz,Concert,"Ogyu Sakurako (piano), Fukui Isoo (bass) and Nishikawa Takaaki (drum); Jazz singer Oida Toshio",,,,,,,,
,Sakurako Ogyu Trio and Toshio Oida,,1983-09-20,19:30,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Jazz,Concert,"Ogyu Sakurako (piano), Fukui Isoo (bass) and Nishikawa Takaaki (drum); Jazz singer Oida Toshio",,,,,,,,
,,????????????????????(CH),1983-09-24,19:30,National Theatre,,1.293482,103.844597,,Folk dance,Dance,Japanese Folk Arts Association (6th Cultural Goodwill Mission),,,,,,,,
,Nihon Buyo - The Classical Dance of Japan,,1984-03-06,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Nihon Buyo,Dance,Hanayagi Juraku; Saruwaka Seizabur?; Bando Mitsujir?; Yoshimura Yukisono; Tachibana Yoshie; Hanayagi Sumi and two others,,The Japan Foundation; Japan Dance Association; Embassy of Japan in Singapore; National Theatre Trust,,,,,,
,Nihon Buyo - The Classical Dance of Japan,,1984-03-07,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Nihon Buyo,Dance,Hanayagi Juraku; Saruwaka Seizabur?; Bando Mitsujir?; Yoshimura Yukisono; Tachibana Yoshie; Hanayagi Sumi and two others,,The Japan Foundation; Japan Dance Association; Embassy of Japan in Singapore; National Theatre Trust,,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-16,All-day,The Japanese School Singapore,"95 Clementi Road, Singapore",1.30052,103.76884,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-16,All-day,The Japanese School Singapore,"95 Clementi Road, Singapore",1.30052,103.76884,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-16,All-day,The Japanese School Singapore,"95 Clementi Road, Singapore",1.30052,103.76884,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-16,All-day,The Japanese School Singapore,"95 Clementi Road, Singapore",1.30052,103.76884,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-17,All-day,Eunos Primary School,"95 Jalan Eunos, Singapore 419529",1.3244763,103.9045413,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"Ministry of Education (MOE); The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-17,All-day,Moulmein Primary School,"51 Jalan Rajah, Singapore",1.3286318,103.8528112,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"Ministry of Education (MOE); The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Puppet theatre performance by Hosen Gakuen Puppet theatre troupe,,1984-08-17,All-day,Fairfield Methodist School (Primary),"100 Dover Road, Singapore 139648",1.3005408,103.7854383,,Puppet theatre,Theatre,Hosen Gakuen Puppet theatre troupe,?????????? (CH),"Ministry of Education (MOE); The Japanese Cultural Society, Singapore (JCS)",,,,,,
,14th Japanese Cultural Festival: Opening Ceremony,,1984-08-25,20:00,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Contemporary music; Nihon Buyo; Choir,Others,Kamakura Women's University Brass Band; JASS Female Choir; JCSS Choir; JCSS Nihon Buyo group,,,,,,,,
,14th Japanese Cultural Festival: Japanese Folk Arts show,,1984-09-08,Evening,National Theatre,,1.293482,103.844597,,Folk dance; Minyo; Traditional music,Others,Nagano-ken Hozon-kai; Gunma-ken Hozonkai,,"Embassy of Japan in Singapore; The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Opera performance by Tajima Tomiko,,1985-02-10,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Opera,Concert,Tajima Tomiko; Norie Kagawa (piano),????,The Le Yue Choir,,,,,,
,Lecture demonstration by All Japan Harmonica Federation,,1985-04-04,17:00,DBS Auditorium,"6 Shenton Way, #03-00, DBS Building Tower 1, Singapore 068809",1.27698,103.8484,,Contemporary music,Talk,All Japan Harmonica Federation,??????? <- from Chinese newspaper,Ministry of Community Development (MCD),,,,,,
,All Japan Harmonica Federation concert,,1985-04-05,17:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,All Japan Harmonica Federation,??????? <- from Chinese newspaper,Ministry of Community Development (MCD),,,,,,
,Kyogen workshop and performance by the Nomura Kyogen family,,1985-04-15,19:30,"World Trade Centre, Auditorium","1 Maritime Square, Singapore 099253",1.26396,103.82024,,Kyogen,Talk,Nomura Mansaku; Nomura Mannosuke; Nomura Takeji (later Nomura Mansai); Ogawa Shichisaku,,Embassy of Japan in Singapore,,,,,,
,Gagaku concert by the Japan Gagaku Society,,1985-07-22,19:30,"World Trade Centre, Auditorium","1 Maritime Square, Singapore 099253",1.26396,103.82024,,Gagaku,Concert,Japan Gagaku Society,,"The Japanese Cultural Society, Singapore (JCS); Embassy of Japan in Singapore",,,,,,
,Direct from Japan - Casiopea Live,,1985-08-02,20:00,"World Trade Centre, Auditorium","1 Maritime Square, Singapore 099253",1.26396,103.82024,,Jazz,Concert,Casiopea,,Goodwood Park Hotel; Jasper Productions,,,,,,
,Direct from Japan - Casiopea Live,,1985-08-03,20:00,"World Trade Centre, Auditorium","1 Maritime Square, Singapore 099253",1.26396,103.82024,,Jazz,Concert,Casiopea,,Goodwood Park Hotel; Jasper Productions,,,,,,
,Taiko performance by Takatora Daiko,,1985-08-27,Daytime,Pasir Panjang Secondary School,,1.2727805,103.7969881,,Traditional music,Concert,Takatora Daiko,,,,,,,,
,Taiko performance by Takatora Daiko,,1985-08-27,20:00-22:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Traditional music,Concert,Takatora Daiko,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
